order_id,customer_id,restaurant_id,order_timestamp,order_amount,discount_amount,delivery_fee,payment_mode,order_status,revenue,year,month
O024004,C00170,R0147,2024-09-07,431.08,0,54,UPI,Delivered,485.08,2024,September
O024005,C03611,R0035,2024-10-16,695.22,0,39,Wallet,Cancelled,734.22,2024,October
O024006,C04413,R0160,2025-11-13,1020.96,102.1,47,Cash,Refunded,965.86,2025,November
O024007,C03676,R0189,2024-04-12,499.51,0,21,Card,Delivered,520.51,2024,April
O024008,C02061,R0141,2024-07-10,1130.59,0,40,UPI,Delivered,1170.59,2024,July
O024009,C00747,R0001,2025-09-14,1292.46,0,40,Cash,Delivered,1332.46,2025,September
O024010,C00705,R0143,2026-02-18,1492.22,0,34,Wallet,Delivered,1526.22,2026,February
O024011,C01362,R0177,2025-12-25,1418.05,0,29,UPI,Refunded,1447.05,2025,December
O024012,C00252,R0037,2026-03-15,571.89,57.19,31,UPI,Cancelled,545.7,2026,March
O024013,C02672,R0129,2025-07-17,1226.33,122.63,35,Wallet,Delivered,1138.7,2025,July
O024014,C03775,R0180,2025-02-09,399.75,0,49,Cash,Delivered,448.75,2025,February
O024015,C02057,R0095,2025-10-15,1012.03,0,34,UPI,Delivered,1046.03,2025,October
O024016,C03656,R0040,2024-05-08,1399.19,139.92,55,UPI,Delivered,1314.27,2024,May
O024017,C03570,R0075,2025-05-16,995.26,99.53,34,Wallet,Cancelled,929.73,2025,May
O024018,C03027,R0119,2025-11-17,1360.13,0,35,UPI,Delivered,1395.13,2025,November
O024019,C03461,R0023,2024-03-29,623.65,0,39,Wallet,Delivered,662.65,2024,March
O024020,C03175,R0099,2024-06-17,745.68,74.57,49,Card,Refunded,720.11,2024,June
O024021,C03577,R0081,2024-09-18,447.58,44.76,32,Card,Refunded,434.82,2024,September
O024022,C01814,R0045,2024-12-04,1003.12,0,26,Card,Refunded,1029.12,2024,December
O024023,C03999,R0119,2026-01-02,943.59,0,28,Cash,Refunded,971.59,2026,January
O024024,C00828,R0033,2025-09-15,787.33,78.73,46,Cash,Delivered,754.6,2025,September
O024025,C01052,R0035,2026-01-27,427.01,42.7,47,UPI,Delivered,431.31,2026,January
O024026,C03108,R0146,2024-01-05,389.13,38.91,56,UPI,Delivered,406.22,2024,January
O024027,C02354,R0003,2024-03-13,1449.88,144.99,50,Cash,Delivered,1354.89,2024,March
O024028,C02235,R0052,2025-08-26,1112.53,0,30,Card,Delivered,1142.53,2025,August
O024029,C02434,R0021,2024-03-10,776.61,0,52,UPI,Delivered,828.61,2024,March
O024030,C03502,R0094,2025-09-30,1355.87,0,34,UPI,Refunded,1389.87,2025,September
O024031,C02347,R0181,2025-03-19,1009.73,0,52,Card,Delivered,1061.73,2025,March
O024032,C03375,R0147,2024-08-14,556.74,55.67,24,Card,Delivered,525.07,2024,August
O024033,C03653,R0019,2024-03-17,450.03,0,32,UPI,Refunded,482.03,2024,March
O024034,C04848,R0042,2024-11-18,1365.92,0,33,UPI,Delivered,1398.92,2024,November
O024035,C03698,R0176,2024-02-12,332.2,33.22,28,UPI,Refunded,326.98,2024,February
O024036,C00344,R0114,2024-05-15,1012.61,0,42,UPI,Delivered,1054.61,2024,May
O024037,C00834,R0009,2024-12-04,985.97,98.6,28,UPI,Delivered,915.37,2024,December
O024038,C00925,R0171,2025-09-10,632.57,63.26,44,Cash,Cancelled,613.31,2025,September
O024039,C01538,R0018,2024-02-27,937.53,93.75,45,UPI,Delivered,888.78,2024,February
O024040,C03367,R0089,2024-07-21,348.62,34.86,58,Card,Delivered,371.76,2024,July
O024041,C03459,R0060,2024-09-08,1436.96,0,42,Wallet,Delivered,1478.96,2024,September
O024042,C00244,R0167,2025-02-12,1376.25,137.62,50,UPI,Delivered,1288.63,2025,February
O024043,C00016,R0001,2025-06-09,812.42,0,56,Cash,Delivered,868.42,2025,June
O024044,C03220,R0109,2025-08-19,295.67,29.57,23,Wallet,Delivered,289.1,2025,August
O024045,C03854,R0030,2025-05-02,366.23,36.62,28,UPI,Delivered,357.61,2025,May
O024046,C02260,R0089,2024-04-25,553.54,0,24,UPI,Refunded,577.54,2024,April
O024047,C02382,R0132,2026-04-18,573.2,0,59,UPI,Delivered,632.2,2026,April
O024048,C01854,R0105,2025-01-12,1235.14,123.51,28,UPI,Delivered,1139.63,2025,January
O024049,C03053,R0116,2024-02-10,1499.39,149.94,53,Card,Cancelled,1402.45,2024,February
O024050,C03407,R0138,2024-09-26,1126.64,112.66,39,Wallet,Cancelled,1052.98,2024,September
O024051,C03978,R0002,2026-04-03,1524.48,152.45,24,Wallet,Delivered,1396.03,2026,April
O024052,C01734,R0173,2024-06-15,334.87,0,40,UPI,Refunded,374.87,2024,June
O024053,C00997,R0013,2025-10-16,611.87,0,21,Cash,Cancelled,632.87,2025,October
O024054,C03638,R0141,2024-02-01,1052.56,0,23,Card,Refunded,1075.56,2024,February
O024055,C03591,R0115,2025-03-04,427.84,0,53,UPI,Cancelled,480.84,2025,March
O024056,C02078,R0157,2025-12-20,318.31,0,53,UPI,Refunded,371.31,2025,December
O024057,C03844,R0017,2026-04-10,445.86,44.59,38,UPI,Delivered,439.27,2026,April
O024058,C01205,R0070,2026-02-24,1142.43,0,48,Wallet,Delivered,1190.43,2026,February
O024059,C04262,R0148,2025-07-13,1509.33,0,58,UPI,Delivered,1567.33,2025,July
O024060,C04744,R0130,2024-02-22,1085.93,108.59,25,UPI,Delivered,1002.34,2024,February
O024061,C02821,R0131,2024-06-09,1243.39,0,37,Cash,Cancelled,1280.39,2024,June
O024062,C02024,R0009,2026-01-01,877.35,87.74,22,UPI,Delivered,811.61,2026,January
O024063,C02210,R0091,2025-07-01,1036.47,0,40,UPI,Cancelled,1076.47,2025,July
O024064,C00836,R0016,2025-01-15,1038.8,0,57,Wallet,Delivered,1095.8,2025,January
O024065,C03397,R0039,2025-01-06,784.16,0,52,UPI,Delivered,836.16,2025,January
O024066,C02289,R0030,2024-06-25,981.27,0,36,UPI,Cancelled,1017.27,2024,June
O024067,C00518,R0142,2026-02-10,736.34,0,59,UPI,Refunded,795.34,2026,February
O024068,C02861,R0050,2024-03-04,1390.09,0,57,UPI,Delivered,1447.09,2024,March
O024069,C04961,R0057,2024-05-13,1176.25,117.62,57,Card,Delivered,1115.63,2024,May
O024070,C00289,R0088,2024-04-19,371.56,0,46,Card,Delivered,417.56,2024,April
O024071,C03956,R0132,2024-10-19,607.22,0,38,UPI,Cancelled,645.22,2024,October
O024072,C03131,R0115,2024-09-10,844.68,84.47,42,UPI,Delivered,802.21,2024,September
O024073,C02247,R0019,2025-02-23,339.87,0,57,Card,Cancelled,396.87,2025,February
O024074,C00928,R0138,2026-03-13,431.22,0,48,UPI,Delivered,479.22,2026,March
O024075,C00871,R0184,2025-02-11,966.18,96.62,31,Card,Refunded,900.56,2025,February
O024076,C04713,R0097,2024-11-10,1434.13,0,54,Card,Delivered,1488.13,2024,November
O024077,C03784,R0187,2024-02-15,1516.7,151.67,58,Cash,Delivered,1423.03,2024,February
O024078,C03307,R0048,2024-01-30,1139.77,113.98,53,UPI,Refunded,1078.79,2024,January
O024079,C02859,R0188,2026-02-10,307.8,30.78,26,Card,Delivered,303.02,2026,February
O024080,C02589,R0077,2024-07-04,1315.34,0,54,UPI,Cancelled,1369.34,2024,July
O024081,C03864,R0068,2025-01-12,1211.69,121.17,31,Card,Refunded,1121.52,2025,January
O024082,C03030,R0024,2026-01-28,909.21,0,44,Card,Delivered,953.21,2026,January
O024083,C02815,R0080,2026-03-05,504.35,50.44,53,Card,Refunded,506.91,2026,March
O024084,C00780,R0117,2026-02-19,936.97,0,31,UPI,Delivered,967.97,2026,February
O024085,C04242,R0158,2024-05-25,321.02,0,46,Wallet,Cancelled,367.02,2024,May
O024086,C00927,R0090,2024-04-03,842.04,84.2,37,UPI,Delivered,794.84,2024,April
O024087,C00499,R0005,2025-11-08,764.04,0,25,UPI,Refunded,789.04,2025,November
O024088,C03661,R0099,2026-01-10,795.16,79.52,45,UPI,Delivered,760.64,2026,January
O024089,C01564,R0013,2024-02-14,1371.38,137.14,36,Wallet,Delivered,1270.24,2024,February
O024090,C00226,R0002,2025-10-30,1126.66,0,45,UPI,Delivered,1171.66,2025,October
O024091,C02534,R0173,2025-01-23,330.53,0,22,UPI,Delivered,352.53,2025,January
O024092,C04792,R0006,2026-03-01,366.69,0,40,Card,Delivered,406.69,2026,March
O024093,C01161,R0020,2025-05-07,1339.19,0,52,Cash,Refunded,1391.19,2025,May
O024094,C02729,R0121,2024-05-22,1452.67,0,21,UPI,Delivered,1473.67,2024,May
O024095,C01903,R0195,2025-11-22,1025.09,0,30,Cash,Refunded,1055.09,2025,November
O024096,C00279,R0128,2026-01-01,1244.96,0,27,Cash,Refunded,1271.96,2026,January
O024097,C00275,R0086,2025-03-13,779.45,77.95,21,Cash,Refunded,722.5,2025,March
O024098,C02533,R0144,2024-06-25,1214.89,0,35,Card,Delivered,1249.89,2024,June
O024099,C02897,R0111,2025-11-14,1329.97,0,56,UPI,Cancelled,1385.97,2025,November
O024100,C01326,R0168,2025-10-05,1489.26,0,56,Card,Refunded,1545.26,2025,October
O024101,C02916,R0191,2026-02-19,297.51,0,27,UPI,Cancelled,324.51,2026,February
O024102,C02691,R0010,2024-06-25,448.54,0,24,UPI,Refunded,472.54,2024,June
O024103,C04786,R0028,2025-06-21,837.09,0,57,Card,Refunded,894.09,2025,June
O024104,C03459,R0182,2025-03-14,629.66,62.97,36,UPI,Delivered,602.69,2025,March
O024105,C02364,R0192,2024-01-20,1197.71,119.77,25,UPI,Delivered,1102.94,2024,January
O024106,C00307,R0094,2025-06-03,1451.21,0,20,Card,Delivered,1471.21,2025,June
O024107,C03081,R0149,2026-04-27,898.33,0,33,UPI,Delivered,931.33,2026,April
O024108,C00681,R0135,2024-03-19,1443.21,0,21,UPI,Cancelled,1464.21,2024,March
O024109,C04146,R0094,2024-06-28,542.78,54.28,45,UPI,Delivered,533.5,2024,June
O024110,C02695,R0057,2024-02-20,1037.62,0,60,Cash,Cancelled,1097.62,2024,February
O024111,C04678,R0079,2024-07-13,804.48,80.45,51,Cash,Delivered,775.03,2024,July
O024112,C04879,R0110,2024-10-26,593.81,0,37,Wallet,Delivered,630.81,2024,October
O024113,C04013,R0018,2025-09-09,321.86,0,52,Cash,Cancelled,373.86,2025,September
O024114,C01259,R0146,2025-12-30,1077.46,0,22,UPI,Delivered,1099.46,2025,December
O024115,C04175,R0081,2025-09-15,444.87,0,46,UPI,Delivered,490.87,2025,September
O024116,C02327,R0160,2024-06-10,1033.97,0,52,UPI,Refunded,1085.97,2024,June
O024117,C00193,R0002,2024-04-24,750.96,75.1,43,Cash,Delivered,718.86,2024,April
O024118,C02458,R0107,2025-04-21,437.5,43.75,50,UPI,Refunded,443.75,2025,April
O024119,C04132,R0165,2025-04-22,1188.8,0,26,Card,Refunded,1214.8,2025,April
O024120,C02010,R0094,2024-06-17,1515.66,0,28,UPI,Delivered,1543.66,2024,June
O024121,C02207,R0189,2025-11-28,1395.09,139.51,39,UPI,Refunded,1294.58,2025,November
O024122,C01696,R0186,2024-12-09,1575.03,0,53,UPI,Delivered,1628.03,2024,December
O024123,C02134,R0011,2024-10-10,640.08,0,39,Cash,Delivered,679.08,2024,October
O024124,C00972,R0069,2024-10-29,1483.25,148.33,60,UPI,Refunded,1394.92,2024,October
O024125,C04469,R0126,2024-05-15,1448.3,0,56,UPI,Refunded,1504.3,2024,May
O024126,C01557,R0014,2024-12-08,1115.22,0,20,Wallet,Delivered,1135.22,2024,December
O024127,C03284,R0034,2025-08-25,1301.6,0,42,Cash,Delivered,1343.6,2025,August
O024128,C03470,R0118,2026-02-04,760.01,0,59,UPI,Delivered,819.01,2026,February
O024129,C00314,R0176,2024-10-27,1528.43,0,40,UPI,Delivered,1568.43,2024,October
O024130,C03790,R0019,2024-08-08,688.88,0,58,UPI,Delivered,746.88,2024,August
O024131,C00665,R0165,2025-10-18,1305.74,130.57,57,UPI,Delivered,1232.17,2025,October
O024132,C04866,R0139,2025-05-02,1055.91,105.59,53,Card,Delivered,1003.32,2025,May
O024133,C00844,R0175,2025-04-15,607.73,0,44,Cash,Refunded,651.73,2025,April
O024134,C03508,R0058,2025-01-08,638.1,63.81,43,UPI,Delivered,617.29,2025,January
O024135,C04047,R0181,2024-07-29,406.98,40.7,24,UPI,Delivered,390.28,2024,July
O024136,C04222,R0106,2026-02-14,1373.85,137.38,57,Cash,Refunded,1293.47,2026,February
O024137,C02081,R0101,2025-10-25,227.27,0,39,UPI,Refunded,266.27,2025,October
O024138,C04317,R0175,2025-07-16,803.8,0,28,Cash,Refunded,831.8,2025,July
O024139,C00996,R0061,2025-07-21,389.65,0,53,UPI,Delivered,442.65,2025,July
O024140,C02210,R0049,2025-02-17,1470.18,0,27,UPI,Delivered,1497.18,2025,February
O024141,C00672,R0175,2026-04-20,656.33,0,27,UPI,Delivered,683.33,2026,April
O024142,C04800,R0149,2024-12-12,1022.13,102.21,55,Cash,Cancelled,974.92,2024,December
O024143,C02587,R0184,2025-08-08,788.02,78.8,30,UPI,Cancelled,739.22,2025,August
O024144,C02998,R0089,2025-12-31,753.86,75.39,31,Cash,Delivered,709.47,2025,December
O024145,C02563,R0168,2025-05-18,476.34,47.63,34,Cash,Delivered,462.71,2025,May
O024146,C01505,R0077,2025-12-29,1238.82,0,59,Wallet,Delivered,1297.82,2025,December
O024147,C01125,R0147,2026-04-08,1034.92,0,27,Card,Delivered,1061.92,2026,April
O024148,C01749,R0150,2024-04-23,866.71,0,22,Cash,Cancelled,888.71,2024,April
O024149,C01221,R0062,2025-09-22,1409.25,0,45,Card,Delivered,1454.25,2025,September
O024150,C01959,R0004,2025-06-15,1028.73,0,29,UPI,Refunded,1057.73,2025,June
O024151,C04730,R0015,2024-07-18,835.19,0,33,Cash,Cancelled,868.19,2024,July
O024152,C01342,R0123,2026-03-07,1455.98,145.6,28,Cash,Cancelled,1338.38,2026,March
O024153,C01032,R0161,2024-04-12,1352.06,0,60,Card,Delivered,1412.06,2024,April
O024154,C00286,R0150,2026-04-16,550.95,0,38,Card,Cancelled,588.95,2026,April
O024155,C03395,R0059,2024-10-02,740.19,0,53,UPI,Refunded,793.19,2024,October
O024156,C02442,R0169,2025-10-25,841.79,0,30,Cash,Delivered,871.79,2025,October
O024157,C04796,R0104,2025-09-21,1440.96,0,37,UPI,Delivered,1477.96,2025,September
O024158,C04993,R0093,2024-05-04,1233.51,123.35,26,Wallet,Cancelled,1136.16,2024,May
O024159,C01307,R0127,2026-02-08,412.73,0,40,Wallet,Delivered,452.73,2026,February
O024160,C01914,R0190,2024-10-31,1367.53,0,20,Card,Delivered,1387.53,2024,October
O024161,C03480,R0171,2025-08-14,1197.51,0,59,UPI,Cancelled,1256.51,2025,August
O024162,C00115,R0006,2024-02-08,1514.1,151.41,46,UPI,Cancelled,1408.69,2024,February
O024163,C02614,R0025,2024-06-04,879.31,87.93,54,Wallet,Refunded,845.38,2024,June
O024164,C02559,R0001,2024-10-26,870.7,87.07,36,Wallet,Cancelled,819.63,2024,October
O024165,C01370,R0029,2024-01-12,1200.76,0,26,UPI,Delivered,1226.76,2024,January
O024166,C04984,R0133,2024-08-26,687.87,68.79,29,Cash,Delivered,648.08,2024,August
O024167,C03277,R0097,2025-03-21,1475.37,147.54,39,UPI,Cancelled,1366.83,2025,March
O024168,C00442,R0058,2024-03-21,351.46,0,40,UPI,Delivered,391.46,2024,March
O024169,C03483,R0013,2024-12-12,571.01,0,47,UPI,Cancelled,618.01,2024,December
O024170,C03479,R0055,2026-04-02,998.13,99.81,23,UPI,Refunded,921.32,2026,April
O024171,C00605,R0050,2024-06-11,1200,0,47,UPI,Delivered,1247,2024,June
O024172,C00996,R0177,2025-06-22,1092.55,0,59,Wallet,Delivered,1151.55,2025,June
O024173,C02910,R0068,2024-03-28,811.68,81.17,36,UPI,Cancelled,766.51,2024,March
O024174,C04749,R0078,2025-01-22,774.49,0,30,UPI,Delivered,804.49,2025,January
O024175,C02001,R0094,2025-03-30,915.28,91.53,31,UPI,Delivered,854.75,2025,March
O024176,C03713,R0105,2025-03-18,1322.42,132.24,22,Wallet,Delivered,1212.18,2025,March
O024177,C03705,R0198,2025-03-05,1212.1,0,22,Wallet,Cancelled,1234.1,2025,March
O024178,C00464,R0130,2025-02-06,1469.5,0,29,UPI,Delivered,1498.5,2025,February
O024179,C03175,R0066,2026-02-23,602.63,0,26,UPI,Refunded,628.63,2026,February
O024180,C03888,R0168,2025-11-16,1094.49,109.45,57,Card,Delivered,1042.04,2025,November
O024181,C03919,R0033,2025-06-13,414.24,41.42,33,UPI,Cancelled,405.82,2025,June
O024182,C02205,R0065,2025-01-22,266.83,0,30,Wallet,Delivered,296.83,2025,January
O024183,C02691,R0048,2024-04-24,532.29,53.23,24,Cash,Cancelled,503.06,2024,April
O024184,C04613,R0138,2025-02-15,1318.15,0,41,UPI,Delivered,1359.15,2025,February
O024185,C01303,R0015,2025-05-05,1060.42,0,45,UPI,Refunded,1105.42,2025,May
O024186,C04886,R0177,2025-12-20,735.69,0,50,Wallet,Refunded,785.69,2025,December
O024187,C01299,R0091,2024-08-21,707.47,0,56,UPI,Refunded,763.47,2024,August
O024188,C02240,R0182,2025-10-23,1528.25,152.83,24,UPI,Cancelled,1399.42,2025,October
O024189,C03196,R0085,2024-03-11,867.79,86.78,53,Card,Cancelled,834.01,2024,March
O024190,C04590,R0119,2024-01-23,986.45,0,33,Wallet,Cancelled,1019.45,2024,January
O024191,C01948,R0019,2024-02-06,824.98,82.5,50,UPI,Delivered,792.48,2024,February
O024192,C02898,R0132,2026-02-12,648.84,0,43,Wallet,Delivered,691.84,2026,February
O024193,C00546,R0012,2025-11-13,1346.84,0,38,Cash,Cancelled,1384.84,2025,November
O024194,C03291,R0062,2024-01-02,1045.44,0,39,Card,Delivered,1084.44,2024,January
O024195,C04168,R0094,2024-04-12,473.11,47.31,35,UPI,Cancelled,460.8,2024,April
O024196,C03443,R0067,2025-03-12,720.44,0,34,Wallet,Delivered,754.44,2025,March
O024197,C03258,R0120,2025-11-02,928.2,92.82,34,Card,Delivered,869.38,2025,November
O024198,C03587,R0181,2026-02-13,1172.91,117.29,20,UPI,Delivered,1075.62,2026,February
O024199,C01057,R0015,2024-11-19,895.29,89.53,24,UPI,Delivered,829.76,2024,November
O024200,C01673,R0025,2025-10-26,538.16,53.82,31,UPI,Delivered,515.34,2025,October
O024201,C04615,R0147,2025-07-13,1009.77,0,30,Wallet,Delivered,1039.77,2025,July
O024202,C02429,R0074,2026-03-06,1448.8,0,60,UPI,Delivered,1508.8,2026,March
O024203,C04800,R0136,2025-10-10,649.53,0,40,Card,Delivered,689.53,2025,October
O024204,C00768,R0142,2024-04-03,853.49,85.35,26,UPI,Delivered,794.14,2024,April
O024205,C01478,R0030,2024-09-01,741.89,0,34,Wallet,Delivered,775.89,2024,September
O024206,C03734,R0185,2025-12-13,1202.43,0,58,Cash,Delivered,1260.43,2025,December
O024207,C04072,R0073,2026-04-18,639.98,0,28,UPI,Delivered,667.98,2026,April
O024208,C00341,R0103,2025-09-28,582.17,58.22,40,UPI,Delivered,563.95,2025,September
O024209,C01193,R0059,2026-01-14,425.74,42.57,56,UPI,Delivered,439.17,2026,January
O024210,C01816,R0104,2024-07-23,242.5,0,24,UPI,Refunded,266.5,2024,July
O024211,C03570,R0167,2025-05-26,402.59,40.26,47,UPI,Refunded,409.33,2025,May
O024212,C01047,R0198,2025-04-25,322.74,0,33,Card,Refunded,355.74,2025,April
O024213,C03172,R0185,2024-01-06,1001.38,0,56,UPI,Delivered,1057.38,2024,January
O024214,C04853,R0165,2025-09-08,466.4,0,54,Cash,Delivered,520.4,2025,September
O024215,C01752,R0009,2025-04-03,357.15,35.71,45,Cash,Refunded,366.44,2025,April
O024216,C03636,R0168,2025-08-14,930.21,0,30,Wallet,Cancelled,960.21,2025,August
O024217,C01226,R0189,2024-11-25,994.89,99.49,37,UPI,Refunded,932.4,2024,November
O024218,C00800,R0095,2024-02-11,1281.26,128.13,32,UPI,Cancelled,1185.13,2024,February
O024219,C03768,R0013,2025-08-23,316.38,31.64,34,Card,Delivered,318.74,2025,August
O024220,C04746,R0107,2025-04-26,1335.06,0,33,Cash,Cancelled,1368.06,2025,April
O024221,C00050,R0135,2024-10-19,598.65,0,47,UPI,Delivered,645.65,2024,October
O024222,C03110,R0174,2025-01-14,412.26,0,45,Wallet,Delivered,457.26,2025,January
O024223,C00300,R0009,2025-04-16,1452.22,145.22,41,Card,Cancelled,1348,2025,April
O024224,C01382,R0110,2024-02-17,1098.22,109.82,20,UPI,Delivered,1008.4,2024,February
O024225,C00590,R0059,2025-09-15,605.69,60.57,33,Wallet,Delivered,578.12,2025,September
O024226,C00357,R0083,2025-01-28,305.35,30.54,39,Wallet,Refunded,313.81,2025,January
O024227,C02981,R0109,2025-06-21,651.54,0,50,UPI,Delivered,701.54,2025,June
O024228,C00424,R0030,2024-11-08,997.59,0,59,UPI,Delivered,1056.59,2024,November
O024229,C00632,R0063,2025-05-27,487.9,48.79,49,UPI,Delivered,488.11,2025,May
O024230,C02650,R0102,2026-02-20,1379.96,0,20,Cash,Delivered,1399.96,2026,February
O024231,C02391,R0010,2026-02-22,1427.97,142.8,34,UPI,Refunded,1319.17,2026,February
O024232,C03619,R0075,2026-02-10,1398.08,0,23,UPI,Delivered,1421.08,2026,February
O024233,C04992,R0116,2025-06-16,655.89,0,58,UPI,Refunded,713.89,2025,June
O024234,C02005,R0171,2024-02-28,344.8,34.48,35,Cash,Delivered,345.32,2024,February
O024235,C02020,R0020,2024-04-15,1070.46,0,29,UPI,Cancelled,1099.46,2024,April
O024236,C01077,R0010,2026-02-09,951.46,0,49,UPI,Cancelled,1000.46,2026,February
O024237,C04128,R0084,2025-07-31,765.23,76.52,26,Card,Delivered,714.71,2025,July
O024238,C01913,R0011,2026-01-12,350.41,0,54,UPI,Refunded,404.41,2026,January
O024239,C04974,R0133,2025-03-12,824.9,82.49,58,Wallet,Cancelled,800.41,2025,March
O024240,C03347,R0125,2024-06-30,438.44,43.84,51,Cash,Refunded,445.6,2024,June
O024241,C04707,R0019,2024-08-26,919.72,0,53,UPI,Refunded,972.72,2024,August
O024242,C00544,R0162,2024-01-31,1539.25,153.93,39,UPI,Delivered,1424.32,2024,January
O024243,C03599,R0169,2024-08-20,990.5,0,52,UPI,Delivered,1042.5,2024,August
O024244,C01804,R0006,2026-02-22,1365.19,136.52,37,Card,Delivered,1265.67,2026,February
O024245,C01018,R0150,2024-04-14,1090.47,109.05,29,UPI,Delivered,1010.42,2024,April
O024246,C02420,R0105,2025-05-12,1104.48,110.45,60,UPI,Delivered,1054.03,2025,May
O024247,C02782,R0005,2024-06-06,872.77,0,35,UPI,Delivered,907.77,2024,June
O024248,C03289,R0118,2025-03-11,784.93,0,48,UPI,Delivered,832.93,2025,March
O024249,C02840,R0137,2024-12-18,205.41,0,57,Wallet,Delivered,262.41,2024,December
O024250,C02043,R0109,2025-04-28,1389.63,0,40,UPI,Delivered,1429.63,2025,April
O024251,C03712,R0019,2024-03-27,1435.23,143.52,46,Card,Delivered,1337.71,2024,March
O024252,C00521,R0143,2024-04-21,1185.73,0,56,UPI,Delivered,1241.73,2024,April
O024253,C03126,R0123,2025-02-23,1293.52,0,54,UPI,Delivered,1347.52,2025,February
O024254,C00664,R0091,2025-07-07,292.81,0,29,UPI,Delivered,321.81,2025,July
O024255,C02866,R0013,2025-04-11,749.72,0,32,UPI,Refunded,781.72,2025,April
O024256,C02560,R0011,2025-12-20,1397.33,0,42,Wallet,Delivered,1439.33,2025,December
O024257,C04203,R0168,2025-01-15,437.11,43.71,28,UPI,Delivered,421.4,2025,January
O024258,C03221,R0175,2025-05-14,341.16,0,36,UPI,Delivered,377.16,2025,May
O024259,C02259,R0199,2026-04-20,445.42,44.54,60,Cash,Refunded,460.88,2026,April
O024260,C03506,R0116,2025-01-16,1523.02,0,40,Card,Delivered,1563.02,2025,January
O024261,C00953,R0119,2025-09-27,1055.27,105.53,47,Cash,Delivered,996.74,2025,September
O024262,C00805,R0113,2024-06-13,867.13,86.71,30,UPI,Delivered,810.42,2024,June
O024263,C01691,R0085,2024-11-04,930.19,93.02,37,UPI,Delivered,874.17,2024,November
O024264,C01488,R0141,2024-02-28,1495.46,149.55,29,Cash,Cancelled,1374.91,2024,February
O024265,C00922,R0086,2026-01-18,1364.23,0,22,Card,Delivered,1386.23,2026,January
O024266,C03311,R0017,2026-03-18,1447.14,144.71,56,UPI,Delivered,1358.43,2026,March
O024267,C04128,R0062,2024-11-20,837.93,83.79,39,Cash,Delivered,793.14,2024,November
O024268,C00846,R0017,2026-02-26,1573.25,157.33,29,Cash,Delivered,1444.92,2026,February
O024269,C00303,R0014,2024-02-29,605.83,60.58,49,Wallet,Refunded,594.25,2024,February
O024270,C00874,R0107,2024-04-09,1462.65,0,47,UPI,Delivered,1509.65,2024,April
O024271,C02386,R0123,2024-07-05,1275.54,127.55,22,UPI,Delivered,1169.99,2024,July
O024272,C01900,R0159,2025-03-23,1068.79,0,22,Wallet,Delivered,1090.79,2025,March
O024273,C04396,R0030,2025-10-09,383.51,0,25,UPI,Delivered,408.51,2025,October
O024274,C04034,R0060,2024-08-16,874.99,0,41,Card,Delivered,915.99,2024,August
O024275,C03278,R0198,2025-09-20,464.14,0,27,Wallet,Cancelled,491.14,2025,September
O024276,C01417,R0033,2024-09-27,1215.06,121.51,41,Cash,Delivered,1134.55,2024,September
O024277,C02161,R0059,2025-06-07,1124.15,0,51,Card,Cancelled,1175.15,2025,June
O024278,C04076,R0088,2024-04-18,964.38,0,25,UPI,Delivered,989.38,2024,April
O024279,C01510,R0168,2024-11-18,1197.61,0,32,Wallet,Delivered,1229.61,2024,November
O024280,C02226,R0137,2025-08-10,880.31,0,22,UPI,Delivered,902.31,2025,August
O024281,C01565,R0094,2024-12-20,657.78,65.78,59,Card,Delivered,651,2024,December
O024282,C03503,R0022,2025-03-26,1231.93,0,34,UPI,Cancelled,1265.93,2025,March
O024283,C04905,R0053,2024-10-07,912.25,0,29,Card,Delivered,941.25,2024,October
O024284,C01290,R0010,2026-02-08,492.33,49.23,40,UPI,Delivered,483.1,2026,February
O024285,C03415,R0067,2026-03-27,1259.65,0,31,UPI,Delivered,1290.65,2026,March
O024286,C01705,R0172,2025-10-22,409.03,0,53,Wallet,Delivered,462.03,2025,October
O024287,C04512,R0159,2024-06-19,865.35,86.54,60,Wallet,Delivered,838.81,2024,June
O024288,C03116,R0121,2026-01-02,738.74,73.87,60,Wallet,Delivered,724.87,2026,January
O024289,C00547,R0129,2025-12-07,772.89,0,22,Card,Delivered,794.89,2025,December
O024290,C04037,R0171,2025-09-24,576.94,0,57,Card,Delivered,633.94,2025,September
O024291,C04311,R0009,2024-03-10,703.1,70.31,41,Card,Delivered,673.79,2024,March
O024292,C01672,R0154,2024-01-21,1501.6,150.16,49,UPI,Cancelled,1400.44,2024,January
O024293,C01852,R0066,2025-02-15,1493.86,0,42,Wallet,Delivered,1535.86,2025,February
O024294,C01122,R0059,2026-04-21,1356.7,135.67,45,UPI,Delivered,1266.03,2026,April
O024295,C00153,R0008,2024-01-18,789.78,0,51,Cash,Delivered,840.78,2024,January
O024296,C02438,R0017,2025-10-23,865.2,86.52,52,UPI,Delivered,830.68,2025,October
O024297,C00580,R0125,2024-11-18,626.51,0,31,Cash,Delivered,657.51,2024,November
O024298,C01588,R0006,2025-04-07,997.36,0,55,UPI,Delivered,1052.36,2025,April
O024299,C00734,R0161,2024-11-15,291.04,0,28,Cash,Cancelled,319.04,2024,November
O024300,C04259,R0022,2026-02-05,1500.37,150.04,42,UPI,Delivered,1392.33,2026,February
